3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,RAM Corsair Vengeance 16Go DDR4,79.0,45
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Souris Bluetooth Microsoft Arc,79.0,35
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Disque SSD externe SanDisk 500Go,89.0,30
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Clé USB SanDisk Extreme Pro 256Go,89.0,25
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,SSD externe Crucial X6 1To,99.0,30
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Lecteur/graveur Blu-ray externe LG,99.0,25
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Clavier Logitech K800 sans fil,99.0,15
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,SSD Samsung 970 EVO Plus 1To,119.0,30
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Souris sans fil Logitech MX Master 3S,129.0,25
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Microphone Blue Yeti USB,129.0,20
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Webcam 4K Ultra HD NexiGo,129.0,18
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Routeur Wi-Fi TP-Link AX73,139.0,18
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Microphone Rode NT-USB,149.0,25
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Haut-parleurs Logitech Z623,149.0,15
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Ventirad Corsair iCUE H100i Elite,149.0,10
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Alimentation be quiet! Straight Power 11 850W,159.0,12
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Ecouteurs Jabra Elite Active 75t,179.0,11
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Lecteur multimédia NVIDIA Shield TV Pro,199.0,20
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Webcam Logitech Brio 4K,199.0,10
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Clavier Logitech G915 TKL,229.0,15
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Disque SSD externe Samsung T7 Touch 2To,249.0,15
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Switch réseau Netgear 24 ports,249.0,10
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Disque dur Seagate Expansion 10To,249.0,8
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Station d'accueil USB-C CalDigit TS3 Plus,299.0,10
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Carte mère MSI MPG Z690,299.0,8
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Ecran 32 Samsung Odyssey G5,349.0,15
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Routeur gaming ASUS RT-AX88U,349.0,10
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Casque VR Oculus Quest 2,399.0,15
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Microphone Shure SM7B,399.0,5
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Moniteur LG UltraWide 34,499.0,12
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Routeur Wi-Fi Mesh Netgear Orbi RBK852,599.0,10
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Carte graphique NVIDIA RTX 4070,599.0,10
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Tablette Samsung Galaxy Tab S8,799.0,12
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Ecran 27 Dell UltraSharp 4K,799.0,8
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Ordinateur portable HP Envy,999.0,25
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,Carte graphique NVIDIA RTX 4080,1199.0,6
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,TEST_MODIF1,9.0,8
3ec6f1c53d1ade26eac1367d951871f7bfd89b14fd597e938bf611cc4e04112b,TEST_AJOUT,123.0,123
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Câble HDMI 4K 2m,9.0,200
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Support pour casque gamer,15.0,100
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Adaptateur USB-C vers HDMI,19.0,150
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Ventilateur Noctua NF-S12A PWM,19.0,50
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Boîtier externe pour disque dur USB 3.0,25.0,50
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Chargeur USB multiports Aukey,29.0,75
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Ventilateur PC Noctua NF-A12x25,29.0,50
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Câble HDMI 2.1 8K 3m,29.0,40
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Chargeur USB-C Anker 65W,39.0,40
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Chargeur sans fil Belkin Boost Up 10W,39.0,30
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Clavier sans fil Logitech K380,49.0,60
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Carte son externe Behringer UMC22,49.0,30
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Souris gamer Razer DeathAdder V2,59.0,45
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Webcam Logitech C920,59.0,25
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Boîtier PC Cooler Master MasterBox Q300L,69.0,20
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Casque gamer HyperX Cloud II,79.0,40
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Disque dur interne Seagate FireCuda 1To,79.0,25
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Clavier mécanique Keychron K2,89.0,30
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Ventirad be quiet! Dark Rock Pro 4,89.0,15
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Boîtier PC NZXT H510,99.0,30
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Station de charge Belkin MagSafe,99.0,20
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Disque SSD externe Western Digital 1To,109.0,25
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Alimentation Corsair RM750x 750W,119.0,22
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Micro-casque Plantronics Voyager 5200,129.0,25
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Disque dur interne Toshiba X300 4To,129.0,20
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Onduleur APC 1000VA,129.0,15
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Caméra de conférence Poly Studio P5,139.0,10
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Clavier mécanique Corsair K70,149.0,20
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Carte son Creative Sound BlasterX AE-5,149.0,15
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Alimentation EVGA SuperNOVA 850W,149.0,10
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Station météo connectée Netatmo,179.0,25
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Ecouteurs sans fil Jabra Elite 85t,199.0,35
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Disque dur NAS WD Red 8To,199.0,20
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Clavier mécanique SteelSeries Apex Pro,199.0,10
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Alimentation Seasonic Prime TX-750,229.0,10
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Barre de son Bose TV Speaker,249.0,15
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Ecran tactile Dell 24,249.0,10
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Processeur AMD Ryzen 5 5600X,259.0,15
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Imprimante laser Brother HL-L8360CDW,299.0,10
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Caméra de surveillance Arlo Pro 4,299.0,8
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Serveur NAS Synology DS220+,349.0,12
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Casque Bluetooth Sony WH-1000XM5,349.0,8
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Ecran gamer MSI Optix 32,399.0,12
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Processeur Intel Core i7-12700K,419.0,10
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Processeur Intel Core i7-13700K,499.0,5
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Processeur Intel Core i9-13900K,599.0,10
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Ecran Acer Predator XB271HU 27,649.0,10
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Processeur AMD Ryzen 9 7900X,799.0,8
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Carte graphique MSI RTX 3080,799.0,6
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Ecran ASUS ProArt 32,999.0,5
02ee7bdc4ccf5c94808a0118eb531822f13e7e38e3810ab29ebefb2c2feb8e58,Ecran 4K ASUS ROG Swift 32,1299.0,6
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Câble Ethernet CAT 6 10m,15.0,200
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Tapis de souris SteelSeries QcK+,15.0,80
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Hub USB 3.0 Sabrent 4 ports,19.0,100
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Chargeur sans fil Anker PowerWave 15W,19.0,50
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Chargeur voiture USB-C 45W,29.0,90
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Adaptateur secteur universel,29.0,75
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Support réglable pour ordinateur portable,29.0,50
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Caméra de sécurité Wi-Fi TP-Link Tapo,39.0,80
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Batterie externe Anker 20000mAh,39.0,40
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Boîtier externe USB-C pour SSD NVMe,39.0,25
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Tapis de souris RGB SteelSeries QcK Prism,49.0,40
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Switch KVM HDMI USB,49.0,25
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,SSD Kingston A2000 500Go,59.0,40
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Clé USB Samsung Bar Plus 256Go,69.0,25
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Clé USB Lexar 512Go,69.0,15
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Barrette RAM Crucial Ballistix 16Go DDR4,79.0,40
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Souris Logitech MX Master 3,89.0,50
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Station d'accueil USB-C Anker,89.0,28
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Disque dur externe WD 4To,99.0,35
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Souris verticale Logitech MX Vertical,99.0,25
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Clavier ergonomique Microsoft Sculpt,99.0,15
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Disque SSD interne Crucial P5 1To,109.0,12
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Disque dur externe LaCie 2TB,119.0,15
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Webcam Logitech StreamCam,129.0,20
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Alimentation Corsair RM850x 850W,129.0,20
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Clavier gamer Razer Huntsman Mini,129.0,15
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Boîtier PC Lian Li PC-011 Dynamic,139.0,8
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Station d'accueil USB-C HyperDrive,149.0,15
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Boîtier PC fractal Design Meshify 2,149.0,12
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Carte son externe Focusrite Scarlett 2i2,159.0,20
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Casque gamer SteelSeries Arctis 7,179.0,15
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Carte mère ASUS ROG Strix B550-F,199.0,25
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Support pour moniteur ajustable Ergotron LX,199.0,12
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Webcam Razer Kiyo Pro,199.0,5
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Imprimante 3D Creality Ender 3 V2,239.0,20
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Imprimante Epson EcoTank ET-2850,249.0,12
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Hub Thunderbolt 3 Anker,249.0,8
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Disque SSD interne Samsung 970 EVO 2To,299.0,12
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Casque sans fil Bose QuietComfort 45,299.0,10
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Processeur AMD Ryzen 7 5800X,349.0,15
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Tablette graphique Wacom Intuos Pro,349.0,10
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Ecran Samsung 27 4K UHD,399.0,15
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Tablette graphique Huion Kamvas Pro 16,399.0,5
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Routeur Wi-Fi Netgear Nighthawk AX12,449.0,6
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Caméra GoPro Hero 11 Black,499.0,5
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Mini PC Intel NUC 11,599.0,10
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Carte graphique AMD Radeon RX 6800 XT,649.0,8
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Ecran Samsung Odyssey G7 32,799.0,8
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Ecran Philips 49 SuperWide,899.0,8
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Tablette Apple iPad Pro 12.9,1099.0,10
b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,Carte graphique NVIDIA RTX 4090,1599.0,5
854bc4615e0da11251cd5b00fedd94e4432d1ed1f346a26bd17129661131a774,SUPERTEST,99999.0,99999
